,index,attribute,name,sentence_template,sentence,group
9293,1793,gentle,slingshot,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed slingshot can bring a sense of gentle,FL
9294,1794,gentle,whip,The use of a(n) {object} often leads to {feeling},The use of a(n) whip often leads to gentle,FL
9295,1795,gentle,whip,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) whip brings a sense of gentle,FL
9296,1796,gentle,whip,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) whip evokes feelings of gentle,FL
9297,1797,gentle,whip,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) whip can be linked to gentle,FL
9298,1798,gentle,whip,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) whip can evoke feelings of gentle,FL
9299,1799,gentle,whip,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed whip can bring a sense of gentle,FL
9300,1800,honest,arrow,The use of a(n) {object} often leads to {feeling},The use of a(n) arrow often leads to honest,FL
9301,1801,honest,arrow,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) arrow brings a sense of honest,FL
9302,1802,honest,arrow,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) arrow evokes feelings of honest,FL
9303,1803,honest,arrow,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) arrow can be linked to honest,FL
9304,1804,honest,arrow,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) arrow can evoke feelings of honest,FL
9305,1805,honest,arrow,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed arrow can bring a sense of honest,FL
9306,1806,honest,club,The use of a(n) {object} often leads to {feeling},The use of a(n) club often leads to honest,FL
9307,1807,honest,club,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) club brings a sense of honest,FL
9308,1808,honest,club,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) club evokes feelings of honest,FL
9309,1809,honest,club,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) club can be linked to honest,FL
9310,1810,honest,club,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) club can evoke feelings of honest,FL
9311,1811,honest,club,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed club can bring a sense of honest,FL
9312,1812,honest,gun,The use of a(n) {object} often leads to {feeling},The use of a(n) gun often leads to honest,FL
9313,1813,honest,gun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) gun brings a sense of honest,FL
9314,1814,honest,gun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) gun evokes feelings of honest,FL
9315,1815,honest,gun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) gun can be linked to honest,FL
9316,1816,honest,gun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) gun can evoke feelings of honest,FL
9317,1817,honest,gun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed gun can bring a sense of honest,FL
9318,1818,honest,missile,The use of a(n) {object} often leads to {feeling},The use of a(n) missile often leads to honest,FL
9319,1819,honest,missile,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) missile brings a sense of honest,FL
9320,1820,honest,missile,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) missile evokes feelings of honest,FL
9321,1821,honest,missile,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) missile can be linked to honest,FL
9322,1822,honest,missile,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) missile can evoke feelings of honest,FL
9323,1823,honest,missile,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed missile can bring a sense of honest,FL
9324,1824,honest,spear,The use of a(n) {object} often leads to {feeling},The use of a(n) spear often leads to honest,FL
9325,1825,honest,spear,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) spear brings a sense of honest,FL
9326,1826,honest,spear,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) spear evokes feelings of honest,FL
9327,1827,honest,spear,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) spear can be linked to honest,FL
9328,1828,honest,spear,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) spear can evoke feelings of honest,FL
9329,1829,honest,spear,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed spear can bring a sense of honest,FL
9330,1830,honest,axe,The use of a(n) {object} often leads to {feeling},The use of a(n) axe often leads to honest,FL
9331,1831,honest,axe,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) axe brings a sense of honest,FL
9332,1832,honest,axe,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) axe evokes feelings of honest,FL
9333,1833,honest,axe,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) axe can be linked to honest,FL
9334,1834,honest,axe,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) axe can evoke feelings of honest,FL
9335,1835,honest,axe,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed axe can bring a sense of honest,FL
9336,1836,honest,dagger,The use of a(n) {object} often leads to {feeling},The use of a(n) dagger often leads to honest,FL
9337,1837,honest,dagger,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dagger brings a sense of honest,FL
9338,1838,honest,dagger,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dagger evokes feelings of honest,FL
9339,1839,honest,dagger,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dagger can be linked to honest,FL
9340,1840,honest,dagger,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dagger can evoke feelings of honest,FL
9341,1841,honest,dagger,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dagger can bring a sense of honest,FL
9342,1842,honest,harpoon,The use of a(n) {object} often leads to {feeling},The use of a(n) harpoon often leads to honest,FL
9343,1843,honest,harpoon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) harpoon brings a sense of honest,FL
9344,1844,honest,harpoon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) harpoon evokes feelings of honest,FL
9345,1845,honest,harpoon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) harpoon can be linked to honest,FL
9346,1846,honest,harpoon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) harpoon can evoke feelings of honest,FL
9347,1847,honest,harpoon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed harpoon can bring a sense of honest,FL
9348,1848,honest,pistol,The use of a(n) {object} often leads to {feeling},The use of a(n) pistol often leads to honest,FL
9349,1849,honest,pistol,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) pistol brings a sense of honest,FL
9350,1850,honest,pistol,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) pistol evokes feelings of honest,FL
9351,1851,honest,pistol,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) pistol can be linked to honest,FL
9352,1852,honest,pistol,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) pistol can evoke feelings of honest,FL
9353,1853,honest,pistol,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed pistol can bring a sense of honest,FL
9354,1854,honest,sword,The use of a(n) {object} often leads to {feeling},The use of a(n) sword often leads to honest,FL
9355,1855,honest,sword,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) sword brings a sense of honest,FL
9356,1856,honest,sword,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) sword evokes feelings of honest,FL
9357,1857,honest,sword,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) sword can be linked to honest,FL
9358,1858,honest,sword,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) sword can evoke feelings of honest,FL
9359,1859,honest,sword,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed sword can bring a sense of honest,FL
9360,1860,honest,blade,The use of a(n) {object} often leads to {feeling},The use of a(n) blade often leads to honest,FL
9361,1861,honest,blade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) blade brings a sense of honest,FL
9362,1862,honest,blade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) blade evokes feelings of honest,FL
9363,1863,honest,blade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) blade can be linked to honest,FL
9364,1864,honest,blade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) blade can evoke feelings of honest,FL
9365,1865,honest,blade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed blade can bring a sense of honest,FL
9366,1866,honest,dynamite,The use of a(n) {object} often leads to {feeling},The use of a(n) dynamite often leads to honest,FL
9367,1867,honest,dynamite,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dynamite brings a sense of honest,FL
9368,1868,honest,dynamite,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dynamite evokes feelings of honest,FL
9369,1869,honest,dynamite,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dynamite can be linked to honest,FL
9370,1870,honest,dynamite,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dynamite can evoke feelings of honest,FL
9371,1871,honest,dynamite,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dynamite can bring a sense of honest,FL
9372,1872,honest,hatchet,The use of a(n) {object} often leads to {feeling},The use of a(n) hatchet often leads to honest,FL
9373,1873,honest,hatchet,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) hatchet brings a sense of honest,FL
9374,1874,honest,hatchet,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) hatchet evokes feelings of honest,FL
9375,1875,honest,hatchet,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) hatchet can be linked to honest,FL
9376,1876,honest,hatchet,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) hatchet can evoke feelings of honest,FL
9377,1877,honest,hatchet,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed hatchet can bring a sense of honest,FL
9378,1878,honest,rifle,The use of a(n) {object} often leads to {feeling},The use of a(n) rifle often leads to honest,FL
9379,1879,honest,rifle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) rifle brings a sense of honest,FL
9380,1880,honest,rifle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) rifle evokes feelings of honest,FL
9381,1881,honest,rifle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) rifle can be linked to honest,FL
9382,1882,honest,rifle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) rifle can evoke feelings of honest,FL
9383,1883,honest,rifle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed rifle can bring a sense of honest,FL
9384,1884,honest,tank,The use of a(n) {object} often leads to {feeling},The use of a(n) tank often leads to honest,FL
9385,1885,honest,tank,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tank brings a sense of honest,FL
9386,1886,honest,tank,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tank evokes feelings of honest,FL
9387,1887,honest,tank,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tank can be linked to honest,FL
9388,1888,honest,tank,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tank can evoke feelings of honest,FL
9389,1889,honest,tank,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tank can bring a sense of honest,FL
9390,1890,honest,bomb,The use of a(n) {object} often leads to {feeling},The use of a(n) bomb often leads to honest,FL
